Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
76,-0.0012,-0.0,100.0,518.67,642.01,1580.95,1405.63,14.62,21.61,553.93,2388.03,9063.29,1.3,47.21,522.14,2388.01,8137.83,8.3907,0.03,391,2388,100.0,39.06,23.4214,0
77,0.0026,-0.0001,100.0,518.67,642.13,1592.61,1397.77,14.62,21.61,553.65,2388.06,9053.49,1.3,47.35,522.52,2388.02,8140.0,8.4039,0.03,391,2388,100.0,38.89,23.4029,0
78,0.0051,0.0003,100.0,518.67,642.32,1585.82,1399.5,14.62,21.6,553.96,2388.04,9050.53,1.3,47.18,521.94,2388.0,8141.15,8.3762,0.03,391,2388,100.0,38.93,23.3792,0
79,0.0018,0.0001,100.0,518.67,642.75,1579.49,1395.25,14.62,21.61,554.75,2387.99,9061.31,1.3,47.24,521.87,2388.03,8140.59,8.4294,0.03,393,2388,100.0,38.95,23.4348,0
80,0.0002,0.0001,100.0,518.67,642.51,1590.7,1402.37,14.62,21.61,553.99,2388.07,9057.96,1.3,47.2,521.85,2388.08,8140.23,8.409,0.03,390,2388,100.0,39.06,23.3035,0
81,0.0012,0.0001,100.0,518.67,642.24,1586.39,1400.97,14.62,21.61,554.11,2388.03,9055.03,1.3,47.34,522.44,2388.03,8138.88,8.386,0.03,390,2388,100.0,38.93,23.3224,0
82,-0.0002,-0.0004,100.0,518.67,642.11,1588.01,1395.74,14.62,21.61,554.79,2388.07,9059.74,1.3,47.05,522.24,2388.05,8139.44,8.4411,0.03,393,2388,100.0,39.01,23.3815,0
83,0.003,0.0001,100.0,518.67,641.83,1577.47,1401.73,14.62,21.61,554.47,2388.11,9051.92,1.3,47.17,522.35,2388.06,8140.83,8.3891,0.03,392,2388,100.0,38.89,23.4752,0
84,0.0021,-0.0001,100.0,518.67,642.66,1583.87,1394.13,14.62,21.61,554.6,2388.03,9056.57,1.3,47.2,522.33,2388.04,8136.53,8.4029,0.03,392,2388,100.0,39.13,23.3115,0
85,-0.002,-0.0004,100.0,518.67,641.78,1579.7,1399.16,14.62,21.61,553.89,2388.03,9058.76,1.3,47.33,522.28,2387.97,8141.14,8.3802,0.03,392,2388,100.0,38.96,23.3874,0
86,0.0017,0.0001,100.0,518.67,642.75,1590.2,1394.94,14.62,21.61,554.53,2388.13,9056.53,1.3,47.17,522.32,2388.05,8139.97,8.3777,0.03,390,2388,100.0,38.94,23.2727,0
87,-0.0004,-0.0001,100.0,518.67,642.05,1583.98,1399.03,14.62,21.61,553.91,2388.05,9058.46,1.3,47.25,521.95,2388.02,8141.83,8.3817,0.03,393,2388,100.0,39.14,23.3681,0
88,0.0025,-0.0005,100.0,518.67,641.7,1588.74,1394.08,14.62,21.61,554.15,2388.05,9060.99,1.3,47.34,522.57,2387.94,8144.54,8.3954,0.03,392,2388,100.0,39.21,23.4663,0
89,0.0006,-0.0005,100.0,518.67,642.11,1588.91,1405.33,14.62,21.61,554.34,2388.07,9056.83,1.3,47.34,522.33,2388.01,8140.61,8.4058,0.03,392,2388,100.0,39.23,23.4322,0
90,0.0008,0.0001,100.0,518.67,642.14,1591.27,1397.35,14.62,21.61,553.53,2387.98,9057.36,1.3,47.2,522.05,2387.97,8140.09,8.4382,0.03,391,2388,100.0,38.99,23.4187,0
91,0.0006,0.0003,100.0,518.67,642.46,1588.63,1388.66,14.62,21.61,554.09,2388.06,9059.1,1.3,47.19,522.83,2388.0,8132.77,8.4146,0.03,391,2388,100.0,39.17,23.303,0
92,-0.0013,-0.0003,100.0,518.67,642.98,1592.43,1399.54,14.62,21.61,553.92,2388.09,9055.74,1.3,47.33,522.24,2388.02,8141.62,8.4195,0.03,392,2388,100.0,38.83,23.3436,0
93,0.0003,0.0001,100.0,518.67,642.09,1592.87,1397.36,14.62,21.61,553.94,2388.0,9059.01,1.3,47.21,522.42,2388.04,8134.43,8.4049,0.03,394,2388,100.0,39.06,23.4149,0
94,0.001,0.0004,100.0,518.67,642.53,1589.55,1400.74,14.62,21.61,553.85,2388.09,9057.81,1.3,47.06,522.07,2388.0,8140.63,8.3608,0.03,393,2388,100.0,38.96,23.4413,0
95,0.0047,0.0003,100.0,518.67,641.92,1592.08,1396.86,14.62,21.61,554.93,2388.01,9059.04,1.3,47.35,522.18,2387.97,8140.19,8.4213,0.03,391,2388,100.0,38.99,23.4334,0
96,-0.0011,-0.0001,100.0,518.67,642.26,1596.61,1406.19,14.62,21.61,554.27,2388.01,9056.31,1.3,47.3,522.31,2388.0,8141.36,8.3937,0.03,391,2388,100.0,39.09,23.3374,0
97,-0.0009,0.0004,100.0,518.67,642.73,1581.48,1398.43,14.62,21.61,555.08,2387.95,9064.02,1.3,47.25,522.71,2388.06,8139.87,8.4192,0.03,393,2388,100.0,38.97,23.4374,0
98,-0.0011,-0.0005,100.0,518.67,642.05,1584.63,1398.73,14.62,21.6,554.8,2388.05,9059.92,1.3,47.34,521.85,2388.04,8137.75,8.3771,0.03,392,2388,100.0,39.03,23.4791,0
99,-0.004,-0.0001,100.0,518.67,642.28,1581.13,1397.63,14.62,21.61,555.05,2388.01,9059.58,1.3,47.26,522.14,2388.05,8141.98,8.4218,0.03,390,2388,100.0,39.05,23.2726,0
100,0.001,-0.0,100.0,518.67,642.51,1583.65,1400.5,14.62,21.6,553.57,2388.01,9057.78,1.3,47.25,522.71,2387.99,8140.53,8.4269,0.03,392,2388,100.0,38.94,23.4118,0
101,-0.0005,0.0001,100.0,518.67,642.45,1581.04,1397.67,14.62,21.61,554.16,2388.04,9054.15,1.3,47.16,522.51,2387.96,8136.25,8.4095,0.03,389,2388,100.0,38.96,23.4012,0
102,-0.0006,0.0003,100.0,518.67,641.78,1593.97,1393.76,14.62,21.61,554.37,2387.99,9069.96,1.3,47.22,522.09,2388.04,8139.26,8.4042,0.03,391,2388,100.0,38.94,23.3473,0
103,0.001,0.0,100.0,518.67,642.04,1589.55,1390.48,14.62,21.61,554.04,2388.03,9061.38,1.3,47.32,522.61,2387.99,8146.29,8.4337,0.03,392,2388,100.0,39.15,23.319,0
104,-0.0023,-0.0004,100.0,518.67,641.86,1578.94,1397.21,14.62,21.61,553.99,2388.02,9051.57,1.3,47.31,521.88,2388.05,8144.12,8.4132,0.03,392,2388,100.0,38.83,23.3371,0
105,-0.0034,0.0001,100.0,518.67,642.79,1580.39,1400.69,14.62,21.61,553.38,2388.0,9057.13,1.3,47.2,522.28,2388.02,8145.67,8.3832,0.03,391,2388,100.0,38.92,23.448,0
106,0.0019,-0.0,100.0,518.67,642.53,1586.0,1403.3,14.62,21.61,554.61,2388.01,9060.45,1.3,47.17,522.1,2388.0,8139.95,8.3912,0.03,392,2388,100.0,39.01,23.4038,0
107,-0.0034,-0.0004,100.0,518.67,642.12,1589.39,1400.73,14.62,21.61,554.05,2388.08,9059.73,1.3,47.43,522.61,2388.07,8141.68,8.3713,0.03,391,2388,100.0,38.89,23.3051,0
108,0.0012,0.0002,100.0,518.67,642.33,1583.57,1401.65,14.62,21.61,554.55,2388.07,9057.51,1.3,47.26,521.83,2388.0,8142.78,8.3827,0.03,392,2388,100.0,39.14,23.3986,0
109,-0.003,0.0,100.0,518.67,642.59,1587.43,1397.65,14.62,21.61,554.09,2388.05,9056.14,1.3,47.26,522.43,2387.98,8148.63,8.3683,0.03,391,2388,100.0,39.09,23.4354,0
110,-0.0015,0.0001,100.0,518.67,642.53,1581.72,1394.51,14.62,21.6,553.69,2388.02,9058.95,1.3,47.26,522.46,2388.05,8143.3,8.417,0.03,391,2388,100.0,39.05,23.2691,0
111,0.0005,0.0004,100.0,518.67,642.13,1585.71,1396.71,14.62,21.61,553.72,2388.02,9059.76,1.3,47.18,522.02,2388.04,8142.85,8.3944,0.03,391,2388,100.0,39.02,23.4268,0
112,0.0008,-0.0002,100.0,518.67,642.0,1584.63,1398.95,14.62,21.61,554.15,2388.01,9057.7,1.3,47.35,522.31,2388.0,8140.79,8.3938,0.03,392,2388,100.0,38.91,23.5193,0
113,-0.0008,0.0003,100.0,518.67,642.14,1584.95,1399.38,14.62,21.61,554.29,2387.99,9056.99,1.3,47.17,522.67,2388.0,8147.46,8.4195,0.03,392,2388,100.0,39.02,23.4479,0
114,-0.0021,-0.0001,100.0,518.67,641.85,1581.8,1401.47,14.62,21.61,553.73,2388.03,9061.75,1.3,47.28,521.82,2388.02,8142.27,8.4014,0.03,392,2388,100.0,39.05,23.3689,0
115,-0.0008,-0.0002,100.0,518.67,642.24,1583.16,1406.64,14.62,21.61,553.75,2388.02,9056.55,1.3,47.39,522.7,2388.1,8139.97,8.3955,0.03,390,2388,100.0,39.01,23.4304,0
116,-0.0022,-0.0002,100.0,518.67,642.32,1592.08,1399.37,14.62,21.61,553.79,2388.0,9057.31,1.3,47.31,522.2,2388.05,8147.91,8.4151,0.03,392,2388,100.0,39.0,23.4068,0
117,-0.0006,-0.0001,100.0,518.67,642.69,1584.52,1399.15,14.62,21.61,553.94,2388.04,9052.38,1.3,47.24,521.69,2388.04,8140.13,8.3997,0.03,389,2388,100.0,38.88,23.3408,0
118,-0.0022,-0.0001,100.0,518.67,642.69,1585.81,1402.8,14.62,21.61,554.4,2388.05,9059.06,1.3,47.26,522.56,2388.03,8142.4,8.4193,0.03,392,2388,100.0,39.04,23.3378,0
119,0.0031,0.0001,100.0,518.67,641.97,1582.91,1397.56,14.62,21.61,554.38,2387.96,9067.11,1.3,47.3,522.47,2388.02,8141.86,8.4062,0.03,393,2388,100.0,39.04,23.3111,0
120,-0.0035,-0.0004,100.0,518.67,641.88,1596.44,1401.67,14.62,21.61,554.36,2388.02,9061.25,1.3,47.4,522.24,2388.03,8139.46,8.3721,0.03,392,2388,100.0,39.0,23.3633,0
121,-0.0029,0.0001,100.0,518.67,642.34,1588.11,1397.44,14.62,21.61,554.25,2388.01,9054.27,1.3,47.37,522.01,2388.08,8144.17,8.4303,0.03,392,2388,100.0,39.02,23.3551,0
122,-0.0006,0.0001,100.0,518.67,642.55,1591.64,1399.5,14.62,21.61,553.85,2388.01,9054.95,1.3,47.34,521.97,2388.06,8142.16,8.3922,0.03,392,2388,100.0,38.94,23.3182,0
123,0.0003,0.0001,100.0,518.67,642.01,1588.01,1400.06,14.62,21.61,554.12,2388.06,9063.94,1.3,47.31,522.55,2388.07,8144.71,8.411,0.03,392,2388,100.0,39.08,23.3623,0
124,0.0003,0.0002,100.0,518.67,642.28,1586.28,1399.73,14.62,21.61,554.7,2387.98,9062.91,1.3,47.15,522.25,2388.04,8142.72,8.3818,0.03,394,2388,100.0,39.09,23.476,0
125,0.0013,0.0001,100.0,518.67,642.4,1586.55,1400.77,14.62,21.61,553.19,2388.04,9057.08,1.3,47.12,522.51,2388.04,8143.22,8.3762,0.03,392,2388,100.0,38.97,23.5282,0
126,-0.0023,-0.0002,100.0,518.67,642.39,1583.96,1402.15,14.62,21.6,554.95,2387.99,9062.79,1.3,47.16,521.98,2388.04,8141.22,8.3693,0.03,392,2388,100.0,39.05,23.352,0
127,-0.0031,0.0004,100.0,518.67,642.37,1592.33,1396.09,14.62,21.61,554.18,2387.98,9066.59,1.3,47.29,521.92,2387.99,8140.45,8.4034,0.03,393,2388,100.0,39.0,23.4479,0
128,0.0003,-0.0003,100.0,518.67,641.87,1590.02,1401.09,14.62,21.61,553.62,2388.01,9057.52,1.3,47.17,521.84,2387.98,8145.17,8.4124,0.03,393,2388,100.0,39.19,23.3913,0
129,0.0017,-0.0005,100.0,518.67,642.51,1590.68,1400.38,14.62,21.61,554.25,2388.03,9062.51,1.3,47.33,522.27,2388.05,8138.27,8.415,0.03,392,2388,100.0,39.02,23.4525,0
130,-0.0007,0.0002,100.0,518.67,642.37,1579.55,1398.08,14.62,21.61,554.06,2388.02,9055.19,1.3,47.32,522.36,2388.04,8145.14,8.4229,0.03,391,2388,100.0,39.07,23.3423,0
131,-0.0029,-0.0002,100.0,518.67,642.32,1588.15,1397.97,14.62,21.61,554.45,2388.07,9061.96,1.3,47.3,522.75,2388.06,8133.99,8.4088,0.03,392,2388,100.0,38.85,23.4971,0
132,-0.0004,-0.0004,100.0,518.67,642.36,1590.23,1404.81,14.62,21.61,553.76,2387.95,9058.0,1.3,47.28,521.96,2388.02,8148.41,8.4119,0.03,393,2388,100.0,38.98,23.3223,0
133,0.0018,-0.0002,100.0,518.67,642.01,1586.42,1400.84,14.62,21.61,553.59,2388.0,9062.92,1.3,47.14,522.11,2387.96,8141.15,8.4063,0.03,392,2388,100.0,39.04,23.3689,0
134,-0.0002,0.0002,100.0,518.67,642.4,1588.52,1401.4,14.62,21.61,554.2,2388.0,9063.93,1.3,47.37,522.02,2388.03,8139.84,8.4028,0.03,392,2388,100.0,39.05,23.4446,0
135,0.0008,-0.0005,100.0,518.67,642.35,1590.61,1396.72,14.62,21.61,554.33,2387.99,9058.75,1.3,47.48,522.16,2388.02,8143.53,8.4133,0.03,394,2388,100.0,39.07,23.4135,0
136,0.0006,0.0004,100.0,518.67,642.33,1579.24,1398.98,14.62,21.61,553.69,2388.02,9061.55,1.3,47.2,522.36,2388.1,8144.96,8.423,0.03,391,2388,100.0,38.92,23.3037,0
137,-0.0019,-0.0005,100.0,518.67,642.08,1583.87,1397.81,14.62,21.61,554.11,2387.96,9061.57,1.3,47.27,522.34,2388.02,8143.73,8.4197,0.03,391,2388,100.0,38.91,23.3976,0
138,-0.0011,-0.0004,100.0,518.67,642.18,1588.76,1404.46,14.62,21.61,553.56,2388.05,9061.48,1.3,47.05,522.12,2388.02,8147.23,8.4187,0.03,392,2388,100.0,38.99,23.4881,0
139,-0.0017,-0.0002,100.0,518.67,642.35,1588.38,1404.58,14.62,21.61,553.63,2387.98,9058.92,1.3,47.27,521.84,2388.06,8143.23,8.3979,0.03,393,2388,100.0,38.99,23.4479,0
140,0.0006,0.0001,100.0,518.67,642.21,1583.39,1394.52,14.62,21.61,554.47,2388.02,9060.05,1.3,47.34,522.05,2388.04,8143.02,8.4093,0.03,391,2388,100.0,38.96,23.4777,0
141,0.0021,0.0003,100.0,518.67,642.4,1587.4,1402.63,14.62,21.61,554.37,2388.04,9062.7,1.3,47.35,522.05,2388.02,8141.79,8.4173,0.03,391,2388,100.0,39.02,23.368,0
142,0.0001,-0.0002,100.0,518.67,642.27,1586.88,1401.58,14.62,21.61,554.84,2387.96,9064.34,1.3,47.53,521.9,2387.98,8146.05,8.4054,0.03,393,2388,100.0,38.99,23.3876,0
143,-0.0043,-0.0003,100.0,518.67,642.09,1590.62,1399.45,14.62,21.61,553.92,2388.06,9060.28,1.3,47.39,522.34,2388.07,8136.99,8.4187,0.03,392,2388,100.0,39.1,23.3578,0
144,0.0037,-0.0005,100.0,518.67,642.34,1591.71,1402.81,14.62,21.61,554.48,2388.02,9053.91,1.3,47.32,522.16,2388.02,8141.32,8.4038,0.03,393,2388,100.0,38.95,23.409,0
145,0.0021,-0.0003,100.0,518.67,641.7,1583.69,1402.74,14.62,21.61,554.31,2388.04,9063.24,1.3,47.26,522.34,2387.97,8153.03,8.4137,0.03,392,2388,100.0,38.95,23.3865,0
146,-0.0017,-0.0003,100.0,518.67,642.26,1581.33,1401.71,14.62,21.61,554.01,2388.06,9066.36,1.3,47.36,521.75,2387.96,8140.74,8.4141,0.03,393,2388,100.0,38.98,23.3516,0
147,0.0009,0.0005,100.0,518.67,642.75,1577.71,1401.19,14.62,21.61,554.62,2388.01,9061.32,1.3,47.29,521.97,2388.01,8144.93,8.3816,0.03,393,2388,100.0,38.91,23.4054,0
148,0.0016,-0.0004,100.0,518.67,641.73,1588.78,1399.42,14.62,21.61,554.35,2388.03,9063.95,1.3,47.31,521.64,2388.03,8143.71,8.3992,0.03,392,2388,100.0,39.01,23.4679,0
149,-0.0012,-0.0002,100.0,518.67,642.13,1583.07,1398.48,14.62,21.61,555.13,2388.1,9064.0,1.3,47.37,522.19,2388.0,8139.88,8.3797,0.03,393,2388,100.0,38.93,23.4932,0
150,-0.0007,-0.0,100.0,518.67,642.18,1584.41,1398.7,14.62,21.61,553.66,2388.04,9061.11,1.3,47.1,522.14,2388.05,8139.83,8.3993,0.03,391,2388,100.0,38.89,23.3788,0
151,0.0045,0.0004,100.0,518.67,641.99,1584.3,1399.83,14.62,21.61,554.33,2388.07,9064.95,1.3,47.32,521.75,2388.05,8140.4,8.3988,0.03,393,2388,100.0,39.01,23.4021,0
152,0.0001,0.0005,100.0,518.67,642.48,1589.93,1391.3,14.62,21.61,554.55,2388.0,9063.29,1.3,47.4,522.64,2388.05,8144.11,8.4316,0.03,393,2388,100.0,38.86,23.3575,0
153,0.0011,0.0003,100.0,518.67,641.9,1578.95,1399.51,14.62,21.61,554.4,2388.03,9061.44,1.3,47.47,521.72,2388.0,8146.84,8.3923,0.03,391,2388,100.0,38.86,23.324,0
154,-0.0026,-0.0001,100.0,518.67,642.12,1586.33,1408.19,14.62,21.61,554.0,2388.06,9061.96,1.3,47.32,522.63,2388.07,8140.52,8.4039,0.03,393,2388,100.0,38.88,23.4008,0
155,-0.0008,0.0,100.0,518.67,642.86,1587.03,1405.81,14.62,21.61,554.14,2388.05,9069.63,1.3,47.22,521.89,2388.06,8150.54,8.3856,0.03,393,2388,100.0,38.97,23.3252,0
156,0.0007,-0.0002,100.0,518.67,642.74,1585.03,1397.14,14.62,21.61,554.95,2388.07,9070.5,1.3,47.32,522.01,2388.03,8143.19,8.3895,0.03,393,2388,100.0,39.03,23.4579,0
157,-0.0001,-0.0003,100.0,518.67,642.53,1590.56,1399.82,14.62,21.61,554.63,2388.06,9064.07,1.3,47.31,522.18,2388.0,8147.66,8.3872,0.03,391,2388,100.0,39.06,23.4244,0
158,0.0018,0.0003,100.0,518.67,642.27,1586.26,1401.99,14.62,21.61,554.02,2388.08,9060.87,1.3,47.2,522.08,2388.02,8147.6,8.433,0.03,391,2388,100.0,38.82,23.3719,0
159,0.0001,0.0001,100.0,518.67,641.93,1583.03,1399.7,14.62,21.61,553.9,2388.06,9058.41,1.3,47.38,522.2,2388.07,8149.17,8.43,0.03,391,2388,100.0,38.87,23.3245,0
160,-0.0004,0.0003,100.0,518.67,642.19,1584.76,1403.92,14.62,21.6,554.77,2388.01,9061.6,1.3,47.58,521.95,2388.02,8139.75,8.3881,0.03,392,2388,100.0,38.93,23.3241,0
161,-0.0019,0.0003,100.0,518.67,642.15,1588.62,1405.43,14.62,21.61,553.69,2388.02,9063.38,1.3,47.19,521.76,2388.08,8150.03,8.4201,0.03,392,2388,100.0,38.65,23.4134,0
162,-0.001,-0.0004,100.0,518.67,642.39,1593.52,1405.42,14.62,21.61,553.66,2388.05,9059.5,1.3,47.32,521.59,2388.0,8143.07,8.4298,0.03,394,2388,100.0,39.17,23.3014,0
163,0.0035,-0.0003,100.0,518.67,642.2,1588.0,1406.72,14.62,21.61,554.33,2388.06,9062.79,1.3,47.19,522.77,2387.97,8145.62,8.4447,0.03,392,2388,100.0,38.95,23.3744,0
164,0.0024,0.0003,100.0,518.67,642.39,1581.42,1398.52,14.62,21.61,553.52,2388.04,9067.04,1.3,47.31,522.15,2388.05,8135.43,8.3952,0.03,392,2388,100.0,38.99,23.4297,0
165,-0.0023,0.0001,100.0,518.67,642.93,1588.14,1402.99,14.62,21.61,554.49,2388.04,9068.07,1.3,47.21,522.84,2388.0,8150.71,8.4148,0.03,393,2388,100.0,38.98,23.3095,0
166,0.001,0.0004,100.0,518.67,642.37,1584.6,1396.13,14.62,21.61,554.12,2388.01,9061.43,1.3,47.48,522.1,2388.01,8142.28,8.4214,0.03,393,2388,100.0,39.02,23.4571,0
167,0.0017,0.0005,100.0,518.67,642.61,1583.54,1399.26,14.62,21.61,554.18,2388.01,9055.21,1.3,47.28,521.78,2388.07,8141.79,8.4034,0.03,392,2388,100.0,38.99,23.3681,0
168,-0.0008,-0.0004,100.0,518.67,642.8,1583.44,1399.11,14.62,21.61,553.67,2388.06,9069.13,1.3,47.52,521.75,2388.1,8146.8,8.3958,0.03,392,2388,100.0,39.07,23.36,0
169,0.0017,-0.0003,100.0,518.67,642.12,1586.08,1397.45,14.62,21.61,554.6,2388.06,9060.97,1.3,47.34,521.89,2388.02,8146.83,8.3925,0.03,391,2388,100.0,38.89,23.4658,0
170,0.0011,0.0,100.0,518.67,642.68,1588.27,1406.09,14.62,21.61,553.76,2388.0,9062.77,1.3,47.24,522.2,2388.02,8149.34,8.4356,0.03,394,2388,100.0,38.87,23.3659,0
171,-0.0026,-0.0003,100.0,518.67,642.42,1588.06,1402.92,14.62,21.61,553.83,2388.05,9065.49,1.3,47.48,521.83,2388.04,8146.63,8.3851,0.03,392,2388,100.0,39.02,23.3345,0
172,-0.0005,0.0002,100.0,518.67,642.94,1595.07,1397.46,14.62,21.61,553.54,2388.07,9064.01,1.3,47.25,521.57,2387.98,8145.39,8.3964,0.03,392,2388,100.0,38.87,23.4131,0
173,-0.0,0.0003,100.0,518.67,642.13,1581.31,1402.97,14.62,21.61,555.02,2387.99,9075.07,1.3,47.29,522.22,2388.05,8144.99,8.4128,0.03,392,2388,100.0,38.9,23.3024,0
174,-0.0005,0.0,100.0,518.67,642.28,1585.65,1398.86,14.62,21.61,553.66,2388.0,9060.02,1.3,47.43,521.87,2388.12,8145.02,8.4007,0.03,392,2388,100.0,39.02,23.343,0
175,-0.001,0.0004,100.0,518.67,642.5,1587.6,1404.33,14.62,21.61,554.19,2387.99,9072.31,1.3,47.42,522.13,2388.01,8146.75,8.4338,0.03,392,2388,100.0,39.01,23.2323,0
176,0.0003,-0.0003,100.0,518.67,642.39,1585.43,1398.29,14.62,21.61,554.44,2388.06,9062.84,1.3,47.22,522.24,2388.05,8141.53,8.4136,0.03,394,2388,100.0,38.77,23.2601,0
177,-0.0001,-0.0004,100.0,518.67,642.26,1584.19,1397.75,14.62,21.61,554.67,2387.96,9059.32,1.3,47.41,522.59,2388.02,8144.14,8.4359,0.03,390,2388,100.0,38.83,23.3753,0
178,0.0006,-0.0,100.0,518.67,642.16,1589.47,1406.77,14.62,21.61,554.08,2388.0,9071.54,1.3,47.36,522.55,2388.06,8141.9,8.4067,0.03,393,2388,100.0,38.81,23.4443,0
179,0.0002,0.0005,100.0,518.67,642.23,1586.83,1399.34,14.62,21.61,553.96,2388.02,9068.72,1.3,47.38,521.83,2388.03,8149.39,8.377,0.03,393,2388,100.0,39.04,23.4322,0
180,-0.0007,-0.0001,100.0,518.67,642.06,1591.98,1397.74,14.62,21.61,553.9,2388.03,9064.67,1.3,47.45,521.97,2388.05,8147.08,8.4266,0.03,391,2388,100.0,39.21,23.3684,0
181,0.0026,0.0003,100.0,518.67,642.19,1588.01,1399.54,14.62,21.61,553.54,2388.08,9067.79,1.3,47.17,521.88,2388.01,8146.57,8.4304,0.03,392,2388,100.0,38.87,23.3581,0
182,-0.0027,-0.0,100.0,518.67,641.92,1582.65,1405.0,14.62,21.61,553.88,2388.04,9061.85,1.3,47.21,522.05,2388.04,8150.61,8.4168,0.03,393,2388,100.0,38.83,23.3673,0
183,-0.0014,-0.0004,100.0,518.67,642.27,1593.68,1404.57,14.62,21.61,554.14,2388.05,9065.87,1.3,47.36,522.27,2388.06,8143.37,8.4503,0.03,391,2388,100.0,38.92,23.27,0
184,-0.0034,-0.0003,100.0,518.67,642.14,1584.35,1398.0,14.62,21.61,554.38,2388.02,9063.11,1.3,47.53,522.0,2388.0,8149.75,8.4206,0.03,392,2388,100.0,38.89,23.297,0
185,0.0018,0.0004,100.0,518.67,642.12,1590.67,1401.75,14.62,21.61,554.88,2388.09,9068.52,1.3,47.42,521.51,2388.06,8144.93,8.429,0.03,393,2388,100.0,38.92,23.346,0
186,-0.0021,0.0004,100.0,518.67,642.99,1588.68,1399.97,14.62,21.61,553.82,2388.09,9070.92,1.3,47.42,521.65,2388.04,8150.38,8.4146,0.03,392,2388,100.0,38.99,23.2883,0
187,-0.0031,0.0005,100.0,518.67,642.16,1580.08,1400.05,14.62,21.61,553.27,2388.01,9066.36,1.3,47.27,522.2,2388.02,8145.0,8.4046,0.03,391,2388,100.0,38.82,23.4211,0
188,0.0022,0.0,100.0,518.67,642.67,1587.18,1402.36,14.62,21.61,554.23,2388.03,9060.81,1.3,47.49,521.85,2388.04,8147.82,8.4255,0.03,391,2388,100.0,39.1,23.3759,0
189,-0.0007,0.0001,100.0,518.67,642.27,1588.93,1407.33,14.62,21.61,553.23,2388.02,9061.41,1.3,47.3,522.27,2388.03,8146.88,8.4406,0.03,392,2388,100.0,39.01,23.4044,0
190,0.0039,-0.0001,100.0,518.67,642.37,1591.75,1400.35,14.62,21.61,554.1,2388.06,9069.53,1.3,47.4,522.05,2388.09,8143.93,8.3886,0.03,391,2388,100.0,38.9,23.3534,0
191,0.0007,-0.0002,100.0,518.67,642.3,1581.83,1405.18,14.62,21.61,553.56,2388.06,9068.11,1.3,47.41,522.26,2388.1,8150.78,8.4342,0.03,394,2388,100.0,38.88,23.3777,0
192,-0.0009,0.0003,100.0,518.67,642.62,1594.41,1402.83,14.62,21.61,554.0,2388.06,9058.48,1.3,47.55,521.58,2388.09,8141.78,8.3981,0.03,391,2388,100.0,39.05,23.4258,0
193,-0.0025,0.0004,100.0,518.67,642.93,1584.33,1402.38,14.62,21.61,553.49,2387.99,9068.29,1.3,47.28,522.03,2387.98,8145.77,8.4318,0.03,392,2388,100.0,39.01,23.4572,0
194,-0.0006,-0.0001,100.0,518.67,642.61,1584.22,1406.68,14.62,21.61,553.11,2388.06,9061.95,1.3,47.27,522.03,2388.09,8149.09,8.4013,0.03,392,2388,100.0,39.06,23.3202,0
195,0.0047,-0.0002,100.0,518.67,642.13,1585.93,1403.39,14.62,21.61,553.9,2388.04,9065.09,1.3,47.18,521.78,2388.09,8149.94,8.4542,0.03,391,2388,100.0,38.94,23.3695,0
196,0.0022,-0.0003,100.0,518.67,642.7,1582.38,1404.85,14.62,21.61,554.07,2388.04,9067.1,1.3,47.24,521.59,2388.02,8148.98,8.4263,0.03,392,2388,100.0,38.78,23.2399,0
197,-0.0009,-0.0003,100.0,518.67,642.32,1592.18,1408.22,14.62,21.61,553.54,2388.04,9072.82,1.3,47.47,521.49,2388.0,8149.31,8.4349,0.03,393,2388,100.0,38.99,23.341,0
198,-0.0007,0.0002,100.0,518.67,642.43,1587.64,1405.87,14.62,21.61,553.9,2388.02,9067.66,1.3,47.32,522.28,2388.06,8151.74,8.4415,0.03,393,2388,100.0,38.95,23.4059,0
199,0.0028,-0.0004,100.0,518.67,641.84,1594.28,1396.43,14.62,21.61,553.37,2388.0,9074.38,1.3,47.44,521.72,2388.04,8151.94,8.4245,0.03,394,2388,100.0,38.76,23.3318,0
200,-0.0014,0.0003,100.0,518.67,642.24,1581.5,1407.28,14.62,21.61,554.78,2388.08,9070.5,1.3,47.27,522.32,2388.05,8148.54,8.4419,0.03,394,2388,100.0,38.97,23.324,0
201,0.0,-0.0003,100.0,518.67,642.58,1596.58,1399.42,14.62,21.61,554.02,2388.02,9070.76,1.3,47.43,521.76,2388.06,8154.39,8.4304,0.03,392,2388,100.0,38.99,23.2903,0
202,-0.0011,-0.0003,100.0,518.67,642.18,1597.25,1403.8,14.62,21.61,554.09,2388.05,9065.43,1.3,47.27,521.66,2388.08,8155.19,8.4309,0.03,393,2388,100.0,38.9,23.3183,0
203,-0.0003,0.0004,100.0,518.67,641.99,1584.9,1399.8,14.62,21.61,553.48,2388.04,9077.77,1.3,47.29,522.04,2388.05,8146.18,8.4247,0.03,392,2388,100.0,38.86,23.2886,0
